Actual,Predicted
126.41999816894533,126.64325026377591
211.8699951171875,212.61308817527996
145.75,145.25541318345424
180.3699951171875,181.32960061433835
248.8800048828125,247.96533350352337
201.97000122070312,202.04041083589692
187.19000244140625,186.6781644021573
126.55999755859376,127.03330583624285
120.69000244140624,120.41655135551787
158.69000244140625,155.8619114558474
168.14999389648438,167.4670731592447
113.61000061035156,113.86868254388611
244.1699981689453,244.53012045328222
173.6300048828125,173.93901725884672
366.260009765625,365.65045706453776
112.54000091552734,112.5612656149581
222.5200042724609,221.73776985391663
121.1999969482422,121.01840588361142
119.88999938964844,120.17907153181764
168.50999450683594,169.14351912617116
168.1300048828125,168.1982489885907
182.41000366210935,181.73239342539514
248.6300048828125,248.69710468565805
114.9499969482422,115.24350409861745
172.52000427246094,172.44792301943139
172.75999450683594,172.39381588776382
161.32000732421875,161.77342601746523
177.1699981689453,176.87009818489878
164.8300018310547,164.6755193077983
225.7700042724609,226.27285743991797
114.58999633789062,114.64966738084425
171.1300048828125,171.08583139836895
126.05999755859376,125.65373965111681
119.30999755859376,119.3427434809287
169.6699981689453,170.03916332430583
117.01000213623048,116.86329529156708
122.2300033569336,121.93965239801082
219.42999267578125,219.1651727695994
393.239990234375,395.42085789400085
224.22999572753903,224.47809279449663
162.63999938964844,162.51976126852867
122.83999633789062,122.47301636253903
118.93000030517578,118.86561249559895
138.91000366210938,138.6033087596814
121.9000015258789,121.65173921396283
115.8000030517578,115.82531263632453
154.97999572753906,155.2024034536097
161.66000366210938,161.31108011609018
187.92999267578125,187.75571694225704
113.54000091552734,113.89540769666101
181.83999633789065,181.61982589284884
120.63999938964844,120.54731188055956
285.3800048828125,282.5111124630702
140.52999877929688,140.82049694531617
168.25999450683594,167.98605874029602
125.1500015258789,124.74690290632165
172.22999572753906,171.95406142878826
177.74000549316406,177.37834575506625
115.27999877929688,115.35389152109445
140.02999877929688,139.30960604097933
163.42999267578125,163.6335399184115
310.9100036621094,311.35350282783065
116.04000091552734,116.1272609071195
175.4199981689453,175.75601416172466
142.77999877929688,142.72094235821388
346.739990234375,347.8824946176581
153.39999389648438,154.25205888465888
254.1999969482422,254.1176304631183
182.22999572753903,183.00674967295635
172.32000732421875,172.6147458992234
174.74000549316406,174.4978873307893
122.79000091552734,122.29142615010517
186.25,186.19618578194962
120.83000183105467,120.71697532307294
122.38999938964844,122.68734562808942
166.5800018310547,167.06270341415023
306.19000244140625,304.6618254505155
185.52999877929688,184.73177460485138
125.12999725341795,125.19731291812917
153.4600067138672,153.35402225429428
124.33000183105467,124.45896823991538
159.00999450683594,158.93391511170634
167.08999633789062,167.52957219495943
160.88999938964844,161.35063654280773
125.86000061035156,126.08980563936365
